Epoch,LR,Loss,Dice,Accuracy,Jaccard,Recall,F1
0,0.01,1.0321033766825127,0.4243026504235859,0.778950670919828,0.6501368753646033,0.778950670919828,0.778950670919828
1,[0.01],0.9499009377031504,0.44712783739818346,0.7697129580463787,0.6350458487884617,0.7697129580463787,0.7697129580463787
2,[0.01],0.8485416946292499,0.4631841802909468,0.7494913606299015,0.6073585561882869,0.7494913606299015,0.7494913606299015
